election,country,ISO,year,date,office,numresponses,COUNTRYDATA,PR,CL,fhcategory,development,gdp_pc_ppp,region,region9,oecd,OVERALLINTEGRITY,PEI_add_original_m,PEI_add_original,PEI_add_new_m,PEI_add_new,PEI_concept_m,PEI_contestation_m,PEI_participation_m,PEI_deliberation_m,PEI_adjudication_m,PEI_concept,PEI_contestation,PEI_participation,PEI_deliberation,PEI_adjudication,rating,PEIindexi_original,LAWS,lawsunfair,lawsunfair2,favoredincumbent,favoredincumbent2,citizens,citizens2,certainty,changes,equal,enfranchised,laws,laws_m,laws_new,laws_new_m,PROCEDURES,managed,votinginfo,fairofficials,legalelections,procedures,procedures_m,procedures_new,procedures_new_m,BOUNDARIES,bdiscrim,bdiscrim2,bfavored,bfavored2,bimpartial,boundaries,boundaries_m,boundaries_new,boundaries_new_m,VOTERREGISTRATION,reglisted,reglisted2,reginaccurate,reginaccurate2,ineligible,ineligible2,unlikelyreg,unlikelyreg2,votereg,votereg_m,voterreg_new,voterreg_new_m,PARTYREGISTRATION,oppprevent,oppprevent2,womenopp,minorityopp,leaderselect,leaderselect2,rallies,rallies2,equalopp,partytargeted,partytargeted2,partyreg,partyreg_m,partyreg_new,partyreg_new_m,MEDIACOVERAGE,balanced,newspapers,tv,tv2,fairaccess,faircoverage,socialmedia,disinformation,disinformation2,deliberation,media,media_m,media_new,media_new_m,CAMPAIGNFINANCE,subsidies,donations,accounts,rich,rich2,resources,resources2,bribed,bribed2,finance,finance_m,finance_new,finance_new_m,VOTINGPROCESS,violence,violence2,fraudulent,fraudulent2,easy,choice,postal,disabled,expats,internet,gaps,gaps2,encouraged,identification,identification2,voting,voting_m,voting_new,voting_new_m,VOTECOUNT,secure,delay,faircount,intlmonitors,intlmonitors2,domesticmonitors,domesticmonitors2,count,count_m,count_new,count_new_m,VOTINGRESULTS,challenged,challenged2,protestspeace,protestspeace2,protestsviolent,protestsviolent2,disputes,effective,results,results_m,results_new,results_new_m,ELECTIONAUTHORITIES,impartial,info,scrutiny,performance,targeted,targeted2,EMBs,EMBs_m,EMBs_new,EMBs_new_m,ROTATING,freetovote,fearviolence,fearviolence2,ballotconfidential,freefairelect,cashforvotes,cashforvotes2,patronage,patronage2,audit,hacking,campaignnews,govtnews,fakenews,fakenews2,hatespeech,hatespeech2,informedchoices,foreigninterference,foreigninterference2,mediamonitors,cyberattacks,cyberattacks2,diversenews,journalisticstandards,partisanjournalists,partisanjournalists2,fakesocial,fakesocial2,emergency,emergency2,safetyvoters,safetyworkers,safetyworkers2,opportunitycampaign,opportunitycampaign2,incumbentcampaign,incumbentcampaign2,postponed,postponed2,hesitant,hesitant2,support,shortage,shortage2,resourced,resourced2
CHL_19122021_P2,Chile,CHL,2021,19/12/2021,Presidential,5,,1,1,2,4,29104,2,9,1,,83,82,,,80,78,81,76,86,80,75,81,76,87,10,74,,2,4,2,4,1,5,,,,,83,83,,,,5,5,4,5,95,95,95,95,,2,5,2,5,5,88,88,88,88,,2,4,2,4,3,3,,,64,66,,,,1,5,4,3,3,3,1,5,,,,75,75,,,,3,3,2,4,4,3,2,,,,62,61,,,,4,3,4,1,5,3,3,2,4,73,66,72,67,,1,5,2,4,5,4,1,4,5,1,,,,,,83,83,,,,5,5,5,3,4,3,4,81,82,81,82,,1,5,1,5,1,5,5,,91,91,,,,5,5,5,5,,,93,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL_21112021_P1,Chile,CHL,2021,21/11/2021,Presidential,8,,1,1,2,4,29104,2,9,1,,82,82,,,82,74,85,78,90,82,73,85,78,90,10,80,,2,4,2,5,1,5,,,,,88,87,,,,5,5,5,5,95,95,95,95,,2,4,3,3,4,63,63,63,63,,2,4,2,4,2,4,,,69,69,,,,2,4,5,4,3,3,2,5,,,,79,76,,,,4,4,2,4,5,3,3,,,,68,66,,,,5,4,3,2,4,3,3,2,5,73,70,76,73,,1,5,2,5,4,5,2,4,5,1,,,,,,86,85,,,,5,5,5,1,5,1,5,95,95,95,95,,1,5,1,5,1,5,4,,89,89,,,,5,5,5,5,,,94,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL_09032014_L1,Colombia,COL,2014,09/03/2014,Legislative,8,,3,4,1,3,13395,2,9,0,,62,66,,,61,60,52,53,80,60,59,50,51,79,7,61,,2,4,3,3,2,4,,,,,70,68,,,,4,3,4,4,72,72,72,72,,2,4,2,4,4,75,73,75,73,,4,3,3,3,3,3,,,56,46,,,,2,4,4,4,2,4,2,4,,,,74,73,,,,3,3,4,3,4,3,4,,,,59,58,,,,4,3,2,4,2,3,3,,,42,41,,,,3,3,4,2,3,3,2,2,4,2,,,,,,47,47,,,,4,5,4,2,4,2,4,77,80,77,80,,3,3,2,4,1,5,4,,72,73,,,,4,4,4,4,,,77,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL_15062014_P2,Colombia,COL,2014,15/06/2014,Presidential,7,,3,4,1,3,13395,2,9,0,,55,55,,,57,48,57,51,73,58,48,59,51,74,7,59,,3,3,3,3,2,4,,,,,65,63,,,,4,4,4,4,79,79,79,79,,3,3,3,3,3,50,50,50,50,,4,2,4,2,4,2,,,27,31,,,,2,4,3,3,3,3,3,3,,,,59,57,,,,2,2,4,2,3,3,4,,,,44,44,,,,3,3,2,3,3,4,2,,,40,37,,,,3,3,3,3,4,4,4,2,4,2,,,,,,55,58,,,,3,5,4,2,4,2,4,73,77,73,77,,3,3,2,4,2,4,4,,69,73,,,,4,4,4,4,,,77,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL_11032018_L1,Colombia,COL,2018,11/03/2018,Legislative,8,,3,3,1,3,13255,2,9,0,,60,,,,62,53,51,67,77,62,54,51,68,75,6,61,,2,4,2,4,2,4,,,,,72,72,,,,3,4,3,4,63,65,63,65,,2,4,2,4,4,73,73,73,73,,3,3,3,4,3,3,,,48,56,,,,2,4,3,3,2,4,4,2,,,,54,57,,,,3,3,3,3,3,3,5,,,,58,57,,,,4,3,1,3,3,4,2,4,2,45,44,41,41,,4,2,4,2,3,4,1,3,4,1,,,,,,46,50,,,,4,5,4,2,4,2,4,78,80,78,80,,3,3,2,4,2,4,4,,74,75,,,,3,4,4,3,,,66,68,,,,,,,,,,,,,,,,,3,3,3,3,4,4,4,3,3,3,4,3,3,3,4,4,,,,,,,,,,,,,,,,,,
COL_17062018_P2,Colombia,COL,2018,17/06/2018,Presidential,5,,3,3,1,3,13255,2,9,0,,39,,,,58,46,56,59,71,58,47,55,60,70,6,57,,3,3,4,2,2,4,,,,,58,55,,,,4,4,4,4,74,74,74,74,,3,3,3,3,3,50,50,50,50,,3,4,3,3,3,3,,,58,60,,,,3,3,4,2,2,4,3,3,,,,45,54,,,,3,3,3,3,3,3,3,,,,45,46,,,,3,2,2,4,2,3,3,3,3,37,37,38,40,,3,3,4,2,4,4,5,3,4,2,,,,,,63,54,,,,3,4,3,2,4,2,4,75,67,75,67,,2,4,2,4,1,5,4,,79,79,,,,3,4,4,4,,,64,64,,,,,,,,,,,,,,,,,3,3,4,4,4,4,4,3,3,3,4,3,3,3,4,4,,,,,,,,,,,,,,,,,,
COL_13032022_L1,Colombia,COL,2022,13/03/2022,Legislative,2,,3,3,1,3,16819,2,9,1,,,,,,67,59,61,72,75,66,58,60,72,75,7,57,,3,3,3,4,3,3,,,,,54,54,,,,5,3,3,4,63,63,63,63,,,,,,,,,,,,3,3,3,3,3,3,,,50,50,,,,2,5,3,3,2,5,3,4,,,,68,68,,,,4,4,3,3,3,5,4,,,,65,65,,,,2,3,2,3,4,2,4,3,3,40,45,42,46,,4,2,4,2,3,5,1,3,5,1,,,,,,58,56,,,,3,3,3,2,5,2,5,60,60,60,60,,3,3,1,5,1,5,4,,81,81,,,,3,3,5,2,,,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,2,5,4,3,4,2,2,4,2,4,4,2,4,3,3
COL_19062022_P2,Colombia,COL,2022,19/06/2022,Presidential,2,,3,3,1,3,16819,2,9,1,,,,,,72,64,66,78,79,71,61,66,78,79,8,68,,1,5,2,4,2,4,,,,,83,83,,,,4,5,4,4,78,78,78,78,,2,4,1,5,5,92,92,92,92,,5,2,4,2,,,,,,,,,,2,4,4,4,4,3,4,2,,,,55,55,,,,4,4,2,4,4,4,4,,,,70,70,,,,4,4,3,2,4,3,3,3,3,75,65,71,63,,3,4,2,4,4,5,,,5,5,,,,,,,,,,,4,5,4,2,4,2,4,80,80,80,80,,2,5,2,5,2,5,5,,88,88,,,,3,4,4,4,,,66,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,2,4,3,3,2,4,3,3,2,4,,2,5,2,5
COM_22022015_L2,Comoros,COM,2015,22/02/2015,Legislative,5,,3,4,1,1,1505,1,1,0,,26,26,,,52,45,36,57,71,55,47,40,64,71,6,50,,2,4,3,3,1,5,,,,,83,77,,,,3,3,3,3,59,59,59,59,,3,3,3,3,3,50,50,50,50,,4,2,3,3,5,2,,,21,25,,,,3,3,4,3,4,3,3,3,,,,20,56,,,,4,4,4,2,3,4,3,,,,60,57,,,,2,2,2,4,2,4,2,,,0,26,,,,3,3,3,3,3,3,2,2,2,2,,,,,,27,42,,,,3,3,3,2,4,2,5,65,68,65,68,,4,2,3,3,2,4,4,,59,59,,,,3,4,4,3,,,61,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM_10042016_P2,Comoros,COM,2016,10/04/2016,Presidential,2,,3,4,1,1,1522,1,1,0,,,,,,44,58,18,56,43,41,54,18,50,43,5,40,,1,5,2,4,1,5,,,,,92,92,,,,3,3,3,2,34,34,34,34,,,,1,5,1,,,,,,5,2,4,2,4,3,,,25,25,,,,2,4,4,5,4,3,4,3,,,,,63,,,,2,2,1,5,5,3,1,,,,40,50,,,,1,2,2,4,3,5,1,5,2,,18,,17,,5,2,4,3,5,3,1,2,1,1,,,,,,33,33,,,,3,4,3,1,5,2,5,65,65,65,65,,5,2,5,2,3,4,3,,31,31,,,,2,4,2,2,,,31,31,,,,2,4,4,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM_24032019_P1,Comoros,COM,2019,24/03/2019,Presidential,3,,4,4,1,2,3188,1,1,0,,4,4,,,10,12,0,13,17,22,23,0,13,24,1,11,,4,2,4,2,4,2,,,,,19,19,,,,2,2,2,2,23,23,23,23,,5,1,1,5,1,33,33,33,33,,5,1,5,1,5,1,,,0,0,,,,5,1,2,2,4,2,5,1,,,,15,15,,,,1,1,3,3,1,1,5,,,,28,28,,,,1,1,1,5,1,5,1,5,1,0,0,0,0,,5,1,5,1,1,1,1,1,1,1,,,,,,0,0,,,,2,1,1,4,3,4,3,20,20,20,20,,5,1,5,1,5,1,1,,0,0,,,,1,1,2,1,,,6,6,,,,,,,,,,,,,,,,,3,3,1,1,1,1,1,1,1,1,5,1,4,4,3,3,,,,,,,,,,,,,,,,,,
COG_21032021_P1,"Congo,  Republic of",COG,2021,21/03/2021,Presidential,4,,7,6,0,2,3617,1,2,0,,29,35,,,21,21,25,19,21,21,21,25,19,19,3,25,,4,2,4,2,4,2,,,,,31,31,,,,2,2,2,2,21,21,21,21,,2,4,3,4,3,69,65,69,65,,3,3,3,3,3,3,,,44,44,,,,5,1,3,2,5,1,4,2,,,,25,25,,,,2,2,5,1,2,2,4,,,,30,29,,,,1,1,1,4,2,5,2,4,2,6,6,10,10,,3,3,5,2,3,2,2,1,2,1,,,,,,23,23,,,,2,3,1,4,2,3,3,32,27,32,27,,4,2,3,4,2,4,2,,50,45,,,,2,1,1,2,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COD_20122023_P1,"Congo, Democratic Republic of the",COD,2023,20/12/2023,Presidential,2,,7,6,0,1,1433,1,2,0,,,,,,42,54,51,33,28,41,53,49,33,28,4,,,2,4,3,4,2,4,3,2,4,4,75,71,61,63,,2,4,2,3,25,34,25,34,,,,,,,,,,,,4,2,4,2,4,2,4,2,,25,,25,,2,5,3,3,2,5,3,4,4,4,2,63,63,59,59,,2,,4,2,3,1,5,5,1,2,40,35,29,27,,2,2,1,2,4,5,2,4,2,23,23,23,23,,4,3,4,2,3,4,,2,4,1,4,2,4,3,4,46,46,48,41,,1,2,2,5,2,3,3,10,18,10,18,,5,2,4,2,2,4,3,2,38,38,33,33,,2,4,2,2,4,2,25,31,25,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COG_05082012_L2,"Congo, Rep.",COG,2012,05/08/2012,Legislative,3,,6,5,0,2,5368,1,2,0,,30,30,,,37,26,37,48,39,37,26,37,48,39,,31,,4,2,5,1,3,3,,,,,28,28,,,,2,3,3,2,38,38,38,38,,3,3,3,3,2,42,42,42,42,,4,2,4,2,5,1,,,17,17,,,,4,2,2,2,3,3,4,2,,,,33,33,,,,2,2,4,2,2,2,3,,,,27,27,,,,1,1,1,5,1,5,1,,,8,8,,,,3,3,4,2,4,4,3,3,3,2,,,,,,49,49,,,,2,2,2,4,2,4,2,27,27,27,27,,3,3,3,3,3,3,3,,50,50,,,,1,2,2,2,,,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COG_20032016_P1,"Congo, Rep.",COG,2016,20/03/2016,Presidential,9,,6,5,0,2,5719,1,2,0,,25,23,,,27,26,24,36,21,26,27,21,33,21,2,25,,4,2,4,2,5,1,,,,,11,13,,,,1,2,2,1,13,14,13,14,,4,2,4,2,2,25,25,25,25,,4,2,4,2,4,2,,,17,15,,,,3,3,3,3,3,3,4,2,,,,48,47,,,,2,2,5,1,2,2,3,,,,23,23,,,,2,2,1,5,1,5,1,4,2,10,12,15,13,,4,2,5,1,3,3,2,3,2,2,,,,,,40,36,,,,2,3,2,4,2,3,3,33,36,33,36,,5,1,4,2,4,2,2,,17,17,,,,1,2,2,1,,,15,14,,,,14,4,4,24,1,25,25,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COG_30072017_L2,"Congo, Republic",COG,2017,30/07/2017,Legislative,2,,7,5,0,2,5719,1,2,0,,,,,,27,13,44,19,33,20,19,22,16,33,2,32,,,,5,1,5,1,,,,,,,,,,1,3,2,2,31,25,31,25,,5,1,5,1,1,0,0,0,0,,5,1,5,1,,,,,,,,,,5,2,4,3,,,5,2,,,,,,,,,2,2,5,1,1,3,4,,,,30,30,,,,2,2,1,,,4,2,,,,,,,,3,3,,,4,2,,,,1,,,,,,,,,,,2,3,1,3,3,3,3,35,35,35,35,,4,2,3,3,3,3,2,,38,38,,,,2,3,3,3,,,44,41,,,,,,,3,,,,,,98,98,3,3,51,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRI_06042014_P2,Costa Rica,CRI,2014,06/04/2014,Presidential,8,,1,1,2,3,15161,2,9,0,,80,85,,,85,74,95,78,94,86,75,95,78,95,10,81,,2,4,2,5,2,4,,,,,80,80,,,,5,5,5,5,100,98,100,98,,2,4,2,4,4,72,72,72,72,,2,4,2,4,2,5,,,82,82,,,,1,5,4,4,2,4,2,5,,,,79,79,,,,3,3,2,4,3,3,4,,,,48,61,,,,4,3,4,2,4,2,4,,,59,66,,,,1,5,1,5,5,5,4,5,5,2,,,,,,99,98,,,,5,5,5,1,5,1,5,99,99,99,99,,1,5,1,5,1,5,4,,94,94,,,,5,5,5,5,,,97,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRI_01042018_P2,Costa Rica,CRI,2018,01/04/2018,Presidential,9,,1,1,2,3,15525,2,9,0,,77,80,,,78,72,82,69,89,77,71,81,69,88,9,76,,2,4,1,5,1,5,,,,,85,85,,,,5,5,5,5,95,94,95,94,,1,5,1,5,4,82,82,82,82,,2,5,1,5,2,5,,,89,89,,,,1,5,4,3,2,4,2,4,,,,72,72,,,,3,3,1,5,3,4,2,,,,59,57,,,,3,3,3,2,4,2,4,2,4,61,61,67,64,,2,4,2,4,4,4,2,4,4,2,,,,,,83,78,,,,5,5,5,2,4,2,4,91,92,91,92,,1,5,1,5,1,5,4,,88,88,,,,5,5,5,5,,,92,92,,,,,,,,,,,,,,,,,2,2,3,3,4,4,4,4,3,3,4,3,3,3,4,4,,,,,,,,,,,,,,,,,,
CRI_03042022_P2,Costa Rica,CRI,2022,03/04/2022,Presidential,4,,1,1,2,3,23320,2,9,1,,84,,,,85,65,94,88,94,81,56,91,83,94,10,69,,3,3,1,5,2,5,,,,,86,81,,,,5,5,5,5,95,95,95,95,,1,5,1,5,5,96,96,96,96,,1,5,1,5,1,5,,,100,100,,,,1,5,4,3,1,5,2,4,,,,82,78,,,,3,3,1,5,2,3,2,,,,25,50,,,,3,2,2,3,3,3,3,1,5,50,36,58,47,,1,5,1,5,5,5,1,5,5,5,,,,,,100,95,,,,5,5,5,1,5,1,5,100,96,100,96,,2,5,1,5,1,5,5,,95,95,,,,4,5,4,5,,,89,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,2,5,3,4,1,5,1,5,2,4,4,2,4,1,5
CRI_06022022_L1,Costa Rica,CRI,2022,06/02/2022,Legislative,5,,1,1,2,3,23320,2,9,1,,77,70,,,77,59,84,71,92,76,58,82,71,91,10,72,,2,4,2,4,2,4,,,,,72,72,,,,5,5,5,5,93,93,93,93,,1,5,2,4,5,89,89,89,89,,1,5,1,5,1,5,,,94,94,,,,2,4,4,3,2,4,2,4,,,,69,69,,,,3,3,2,4,2,3,2,,,,40,47,,,,2,3,2,3,3,3,3,2,4,37,37,46,43,,2,5,2,4,5,4,1,5,4,1,,,,,,90,85,,,,4,5,5,1,5,1,5,93,91,93,91,,1,5,1,5,1,5,5,,95,92,,,,4,5,4,4,,,85,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,2,4,3,3,2,5,1,5,3,4,4,3,3,2,4
HRV_08112015_L1,Croatia,HRV,2015,08/11/2015,Legislative,12,,1,2,2,4,22489,4,5,0,,67,63,,,72,62,77,64,84,72,62,76,65,84,8,68,,3,3,3,3,2,4,,,,,60,60,,,,4,4,4,4,80,80,80,80,,3,3,2,4,3,58,56,58,56,,3,3,3,3,3,4,,,59,58,,,,1,5,4,4,4,2,2,4,,,,68,68,,,,3,3,2,4,3,3,4,,,,54,56,,,,3,3,4,2,4,3,3,,,59,59,,,,1,5,2,4,4,4,3,3,4,1,,,,,,77,77,,,,4,4,5,1,5,1,5,89,88,89,88,,2,4,2,4,1,5,4,,86,87,,,,4,4,4,4,,,77,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRV_11012015_P2,Croatia,HRV,2015,11/01/2015,Presidential,7,,1,2,2,4,22489,4,5,0,,54,48,,,66,58,68,61,78,69,64,71,61,79,8,65,,3,3,2,4,2,4,,,,,64,64,,,,4,4,4,4,77,77,77,77,,4,2,4,2,2,33,33,33,33,,3,3,3,3,3,3,,,46,51,,,,1,5,4,3,4,2,2,4,,,,55,61,,,,2,2,3,3,3,2,3,,,,46,48,,,,4,3,3,2,4,3,3,,,58,58,,,,3,4,3,3,5,4,3,3,4,1,,,,,,75,71,,,,4,4,4,2,4,2,4,80,81,80,81,,3,3,1,5,1,5,4,,77,79,,,,4,4,4,4,,,72,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRV_11092016_L1,Croatia,HRV,2016,11/09/2016,Legislative,10,,1,2,2,4,23596,4,5,0,,60,65,,,65,53,68,61,76,65,54,68,61,75,7,61,,3,3,3,3,2,4,,,,,63,63,,,,4,3,4,4,67,67,67,67,,4,2,3,3,3,44,42,44,42,,3,3,3,3,3,3,,,52,50,,,,2,5,3,4,5,1,2,4,,,,58,57,,,,3,3,3,3,3,3,3,,,,48,48,,,,3,3,3,2,4,4,2,2,4,50,50,54,53,,2,4,2,4,4,4,2,3,4,1,,,,,,77,71,,,,4,4,4,2,4,1,5,88,83,88,83,,2,4,1,5,1,5,4,,87,86,,,,4,3,4,4,,,66,66,,,,4,2,2,4,4,22,22,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRV_05012020_P2,Croatia,HRV,2020,05/01/2020,Presidential,9,,1,2,2,4,28780,4,5,0,,68,68,,,71,67,70,65,84,71,68,66,65,85,8,68,,2,4,2,4,1,5,,,,,85,85,,,,4,4,4,4,82,82,82,82,,2,4,2,4,3,63,62,63,62,,3,3,4,2,3,3,,,45,42,,,,1,5,4,4,4,3,2,5,,,,74,74,,,,3,3,3,3,3,3,3,,,,53,53,,,,3,3,3,2,4,4,2,2,4,53,53,57,56,,1,5,2,4,4,4,3,3,4,1,,,,,,76,74,,,,4,5,4,2,5,2,5,86,86,86,86,,2,5,1,5,1,5,4,,91,92,,,,4,3,4,4,,,66,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRV_05072020_L1,Croatia,HRV,2020,05/07/2020,Legislative,6,,1,2,2,4,28780,4,5,0,,66,76,,,71,61,77,57,89,71,61,78,57,86,9,65,,3,4,3,3,2,4,,,,,64,64,,,,5,4,4,5,84,84,84,84,,3,3,3,3,3,46,46,46,46,,3,3,3,3,3,3,,,50,46,,,,1,5,4,4,4,2,2,4,,,,65,65,,,,3,3,4,2,4,4,4,,,,55,55,,,,4,3,3,2,4,4,3,2,4,58,58,60,60,,2,4,3,4,4,4,3,4,5,1,,,,,,79,79,,,,4,5,4,1,5,2,4,98,88,98,88,,1,5,2,4,1,5,5,,95,90,,,,4,4,4,4,,,69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP_24022013_P2,Cyprus,CYP,2013,24/02/2013,Presidential,14,,1,1,2,4,30611,4,6,0,,72,81,,,74,66,80,71,80,75,67,81,71,83,9,73,,2,4,2,4,2,4,,,,,83,83,,,,4,4,5,5,87,87,87,87,,2,4,2,4,3,64,67,64,67,,2,4,2,4,2,4,,,76,75,,,,1,5,4,3,3,3,2,4,,,,69,70,,,,3,3,2,4,4,3,3,,,,52,59,,,,3,3,2,3,3,3,3,,,54,51,,,,1,5,2,4,5,4,3,4,4,2,,,,,,82,83,,,,5,4,5,1,5,2,4,87,87,87,87,,1,5,1,5,1,5,4,,88,86,,,,4,5,4,5,,,82,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP_22052016_L1,Cyprus,CYP,2016,22/05/2016,Legislative,13,,1,1,2,4,32580,4,6,0,,65,62,,,66,57,67,62,77,66,58,68,62,77,8,67,,3,3,3,3,2,4,,,,,58,58,,,,4,4,5,4,86,85,86,85,,2,4,2,4,4,67,67,67,67,,3,3,3,4,2,4,,,70,68,,,,2,4,3,2,3,3,2,5,,,,62,61,,,,2,2,3,3,3,3,3,,,,46,47,,,,3,3,2,3,3,3,3,2,4,42,46,44,50,,1,5,2,4,4,4,2,4,3,1,,,,,,75,76,,,,4,4,5,2,4,2,4,86,86,86,86,,1,5,2,5,1,5,4,,89,84,,,,4,4,4,4,,,77,77,,,,4,2,2,4,4,18,18,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP_04022018_P2,Cyprus,CYP,2018,04/02/2018,Presidential,11,,1,1,2,4,32415,3,6,0,,70,73,,,67,64,66,60,77,66,61,64,60,80,8,68,,2,4,2,4,2,4,,,,,75,71,,,,4,4,4,4,85,85,85,85,,2,4,2,4,3,74,74,74,74,,3,3,2,4,2,5,,,73,70,,,,2,4,4,3,3,3,2,5,,,,69,67,,,,3,3,3,3,4,3,3,,,,64,51,,,,3,2,2,3,3,3,3,2,4,46,47,48,50,,1,5,2,4,4,4,3,3,3,1,,,,,,83,74,,,,5,5,5,2,4,1,5,91,89,91,89,,2,4,1,5,1,5,4,,80,85,,,,3,4,4,4,,,72,70,,,,,,,,,,,,,,,,,2,2,3,3,3,2,2,3,1,1,3,3,4,4,3,3,,,,,,,,,,,,,,,,,,
CYP_30052021_L1,Cyprus,CYP,2021,30/05/2021,Legislative,3,,1,1,2,4,42556,3,6,0,,74,74,,,77,67,93,69,80,80,70,93,69,86,9,83,,2,4,1,5,1,5,,,,,89,89,,,,4,5,5,5,94,94,94,94,,2,4,2,4,2,58,58,58,58,,3,3,1,5,1,5,,,86,86,,,,1,5,4,4,3,3,1,5,,,,83,83,,,,3,3,4,2,3,3,2,,,,50,47,,,,3,2,2,2,4,3,3,1,5,30,38,42,47,,1,5,1,5,5,5,5,4,5,2,,,,,,94,94,,,,5,5,5,1,5,1,5,97,97,97,97,,1,5,1,5,1,5,3,,84,85,,,,5,5,5,5,,,97,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP_12022023_P2,Cyprus,CYP,2023,12/02/2023,Presidential,7,,1,1,2,4,50232,3,6,0,,68,68,68,,65,61,70,54,77,66,61,70,54,79,8,,,2,4,2,4,2,4,5,4,5,4,70,70,68,77,,4,4,5,5,89,89,89,89,,2,4,3,3,3,58,58,58,58,,4,2,2,4,2,4,3,3,58,59,60,59,,2,4,4,3,3,3,2,4,3,2,4,68,67,68,67,,3,,3,3,3,3,2,4,2,3,55,49,51,43,,3,3,2,3,3,3,3,2,4,46,46,49,49,,2,4,2,4,5,4,,4,4,1,3,3,3,2,4,78,74,64,60,,5,5,5,1,5,2,5,97,90,97,90,,2,4,1,5,1,5,3,4,66,75,68,74,,4,4,4,4,1,5,78,77,81,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZE_13102012_S1,Czech Republic,CZE,2012,13/10/2012,Legislative,22,,1,1,2,4,29047,4,5,1,,74,57,,,79,72,83,74,88,79,71,83,73,89,,76,,2,4,2,4,1,5,,,,,77,77,,,,4,5,5,5,92,91,92,91,,2,4,2,4,3,71,71,71,71,,2,4,1,5,1,5,,,89,88,,,,1,5,4,3,2,4,1,5,,,,78,75,,,,3,3,2,4,4,3,3,,,,59,59,,,,4,4,3,2,4,1,5,,,73,68,,,,1,5,1,5,4,4,2,4,4,1,,,,,,83,83,,,,5,5,5,1,5,1,5,94,94,94,94,,2,4,1,5,1,5,4,,88,87,,,,4,4,4,4,,,84,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZE_25012013_P2,Czech Republic,CZE,2013,25/01/2013,Presidential,19,,1,1,2,4,30486,4,5,1,,79,81,,,77,74,87,70,78,76,71,88,69,78,8,74,,2,4,2,4,1,5,,,,,87,84,,,,3,4,4,4,75,75,75,75,,1,5,1,5,4,92,94,92,94,,1,5,1,5,1,5,,,95,94,,,,2,4,4,4,2,4,2,4,,,,86,83,,,,3,3,2,4,3,3,2,,,,52,52,,,,4,3,3,2,4,2,4,,,56,58,,,,1,5,1,5,5,4,2,4,4,1,,,,,,85,86,,,,5,5,5,1,5,1,5,92,92,92,92,,2,4,2,4,1,5,4,,78,79,,,,4,4,4,4,,,77,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
