election,country,ISO,year,date,office,numresponses,COUNTRYDATA,PR,CL,fhcategory,development,gdp_pc_ppp,region,region9,oecd,OVERALLINTEGRITY,PEI_add_original_m,PEI_add_original,PEI_add_new_m,PEI_add_new,PEI_concept_m,PEI_contestation_m,PEI_participation_m,PEI_deliberation_m,PEI_adjudication_m,PEI_concept,PEI_contestation,PEI_participation,PEI_deliberation,PEI_adjudication,rating,PEIindexi_original,LAWS,lawsunfair,lawsunfair2,favoredincumbent,favoredincumbent2,citizens,citizens2,certainty,changes,equal,enfranchised,laws,laws_m,laws_new,laws_new_m,PROCEDURES,managed,votinginfo,fairofficials,legalelections,procedures,procedures_m,procedures_new,procedures_new_m,BOUNDARIES,bdiscrim,bdiscrim2,bfavored,bfavored2,bimpartial,boundaries,boundaries_m,boundaries_new,boundaries_new_m,VOTERREGISTRATION,reglisted,reglisted2,reginaccurate,reginaccurate2,ineligible,ineligible2,unlikelyreg,unlikelyreg2,votereg,votereg_m,voterreg_new,voterreg_new_m,PARTYREGISTRATION,oppprevent,oppprevent2,womenopp,minorityopp,leaderselect,leaderselect2,rallies,rallies2,equalopp,partytargeted,partytargeted2,partyreg,partyreg_m,partyreg_new,partyreg_new_m,MEDIACOVERAGE,balanced,newspapers,tv,tv2,fairaccess,faircoverage,socialmedia,disinformation,disinformation2,deliberation,media,media_m,media_new,media_new_m,CAMPAIGNFINANCE,subsidies,donations,accounts,rich,rich2,resources,resources2,bribed,bribed2,finance,finance_m,finance_new,finance_new_m,VOTINGPROCESS,violence,violence2,fraudulent,fraudulent2,easy,choice,postal,disabled,expats,internet,gaps,gaps2,encouraged,identification,identification2,voting,voting_m,voting_new,voting_new_m,VOTECOUNT,secure,delay,faircount,intlmonitors,intlmonitors2,domesticmonitors,domesticmonitors2,count,count_m,count_new,count_new_m,VOTINGRESULTS,challenged,challenged2,protestspeace,protestspeace2,protestsviolent,protestsviolent2,disputes,effective,results,results_m,results_new,results_new_m,ELECTIONAUTHORITIES,impartial,info,scrutiny,performance,targeted,targeted2,EMBs,EMBs_m,EMBs_new,EMBs_new_m,ROTATING,freetovote,fearviolence,fearviolence2,ballotconfidential,freefairelect,cashforvotes,cashforvotes2,patronage,patronage2,audit,hacking,campaignnews,govtnews,fakenews,fakenews2,hatespeech,hatespeech2,informedchoices,foreigninterference,foreigninterference2,mediamonitors,cyberattacks,cyberattacks2,diversenews,journalisticstandards,partisanjournalists,partisanjournalists2,fakesocial,fakesocial2,emergency,emergency2,safetyvoters,safetyworkers,safetyworkers2,opportunitycampaign,opportunitycampaign2,incumbentcampaign,incumbentcampaign2,postponed,postponed2,hesitant,hesitant2,support,shortage,shortage2,resourced,resourced2
MDV_06042019_L1,Maldives,MDV,2019,06/04/2019,Legislative,2,,4,5,1,3,20334,3,4,0,,,,,,55,41,52,56,72,57,42,50,63,72,6,59,,3,3,3,3,3,4,,,,,54,54,,,,5,4,4,5,81,81,81,81,,3,3,3,3,4,54,54,54,54,,4,3,3,3,3,4,,,50,50,,,,4,3,4,3,4,3,5,2,,,,20,40,,,,3,3,4,2,3,3,4,,,,35,50,,,,4,3,3,4,2,4,2,3,3,43,43,38,44,,4,2,4,2,4,4,4,,4,,,,,,,,,,,,4,4,4,3,3,3,3,63,63,63,63,,4,2,2,4,3,4,4,,59,59,,,,4,4,4,4,,,63,63,,,,,,,,,,,,,,,,,3,3,3,3,4,3,3,4,3,3,4,4,3,3,4,4,,,,,,,,,,,,,,,,,,
MDV_30092023_P2,Maldives,MDV,2023,30/09/2023,Presidential,2,,4,5,1,3,21394,3,4,0,,71,,68,,67,55,78,64,73,67,52,79,64,73,7,,,4,2,4,3,2,4,4,2,5,5,33,46,57,59,,5,4,5,5,84,84,84,84,,2,4,2,4,5,83,83,83,83,,2,4,2,4,2,4,2,4,75,75,75,75,,3,4,3,4,2,4,3,4,4,3,3,75,63,79,61,,2,,3,3,3,3,3,3,3,4,30,43,32,46,,3,4,3,4,3,5,2,3,3,45,45,46,46,,2,5,2,5,4,5,,4,4,,2,4,4,2,4,83,81,,69,,5,5,5,2,5,2,5,88,88,88,88,,2,4,2,4,2,4,4,4,75,75,75,75,,4,4,3,5,2,4,69,69,70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLI_11082013_P2,Mali,MLI,2013,11/08/2013,Presidential,11,,5,4,1,1,1856,1,2,0,,52,52,,,53,48,42,62,60,53,48,42,64,61,6,52,,3,3,2,4,3,4,,,,,63,63,,,,3,3,4,4,63,62,63,62,,3,3,3,3,3,50,49,50,49,,4,2,4,2,3,3,,,33,28,,,,2,4,3,3,4,2,3,3,,,,53,52,,,,3,3,3,3,3,3,3,,,,57,53,,,,3,3,2,3,3,3,3,,,36,39,,,,3,3,4,2,3,4,3,3,3,2,,,,,,61,50,,,,3,4,4,2,4,2,4,71,70,71,70,,2,4,2,4,2,4,3,,67,66,,,,4,3,3,4,,,64,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLI_12082018_P2,Mali,MLI,2018,12/08/2018,Presidential,3,,5,4,1,1,2014,1,2,0,,27,27,,,39,27,35,38,55,39,31,29,38,58,3,33,,3,3,4,2,3,3,,,,,36,36,,,,1,3,2,3,40,40,40,40,,5,1,5,1,1,0,0,0,0,,5,1,5,1,5,1,,,0,0,,,,2,4,4,4,3,3,5,2,,,,50,51,,,,2,2,4,2,2,4,4,,,,38,38,,,,2,2,1,5,1,4,2,5,1,18,18,17,17,,4,2,5,1,2,3,5,2,5,1,,,,,,35,33,,,,2,2,3,4,2,4,2,28,27,28,27,,5,1,4,2,2,4,4,,38,40,,,,2,3,3,2,,,33,33,,,,,,,,,,,,,,,,,5,5,3,3,4,4,4,4,2,2,1,2,5,5,5,5,,,,,,,,,,,,,,,,,,
MLI_29032020_L1,Mali,MLI,2020,29/03/2020,Legislative,2,,6,5,0,1,2348,1,2,0,,30,30,,,38,23,32,47,50,39,21,38,47,50,4,29,,3,3,3,3,2,4,,,,,58,58,,,,1,2,2,4,22,22,22,22,,2,4,2,4,2,58,58,58,58,,5,1,5,1,2,4,,,25,25,,,,4,2,2,1,4,2,5,1,,,,10,15,,,,2,2,4,2,2,2,4,,,,25,25,,,,1,1,1,4,2,5,2,4,3,8,8,13,13,,5,1,5,1,4,4,2,2,4,2,,,,,,33,38,,,,3,1,2,2,4,2,4,43,43,43,43,,5,2,4,3,4,3,3,,31,31,,,,2,3,1,2,,,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLT_09032013_L1,Malta,MLT,2013,09/03/2013,Legislative,10,,1,1,2,4,31240,4,6,0,,64,69,,,66,55,73,55,79,66,55,73,54,80,8,65,,4,2,2,4,2,4,,,,,55,55,,,,4,4,5,5,86,86,86,86,,3,3,3,3,3,51,51,51,51,,3,3,2,4,3,4,,,65,63,,,,2,5,3,3,3,3,1,5,,,,69,69,,,,2,2,4,2,4,3,3,,,,47,44,,,,2,3,2,3,3,4,2,,,29,34,,,,2,5,2,4,4,4,2,4,4,1,,,,,,81,79,,,,5,5,5,1,5,1,5,94,91,94,91,,2,4,1,5,1,5,4,,70,77,,,,4,4,4,4,,,77,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLT_03062017_L1,Malta,MLT,2017,03/06/2017,Legislative,10,,1,1,2,4,37899,4,6,0,,62,60,,,65,50,74,53,85,66,50,73,54,84,8,64,,4,2,3,3,2,4,,,,,45,46,,,,5,4,4,4,84,84,84,84,,3,3,3,3,3,49,50,49,50,,2,4,2,4,3,3,,,70,70,,,,2,4,4,4,4,2,2,4,,,,67,65,,,,3,3,4,2,2,3,3,,,,34,40,,,,2,2,3,3,3,4,2,3,3,33,35,35,38,,2,5,2,4,4,4,1,5,4,2,,,,,,78,79,,,,5,4,4,1,5,1,5,88,87,88,87,,2,4,2,4,1,5,5,,80,83,,,,4,4,4,4,,,76,78,,,,,,,4,,,,,,32,14,3,3,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLT_26032022_L1,Malta,MLT,2022,26/03/2022,Legislative,8,,2,1,2,4,48581,4,6,0,,58,66,,,56,46,65,38,75,56,45,67,38,76,7,61,,4,2,4,2,3,3,,,,,40,40,,,,5,5,4,4,87,87,87,87,,3,3,3,3,3,53,51,53,51,,3,4,3,4,3,3,,,56,60,,,,2,4,4,3,3,3,2,4,,,,62,62,,,,2,2,4,2,3,3,3,,,,39,37,,,,2,2,2,4,2,5,1,3,3,27,26,29,28,,1,5,2,4,4,3,2,4,3,2,,,,,,72,71,,,,5,4,4,2,4,2,4,83,82,83,82,,2,4,1,5,1,5,4,,76,81,,,,4,4,4,4,,,66,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,3,3,2,4,4,2,2,4,2,4,4,2,4,2,4
MRT_21122013_L2,Mauritania,MRT,2013,21/12/2013,Legislative,2,,6,5,0,1,3690,1,2,0,,,,,,38,31,41,44,36,45,32,53,44,50,5,41,,3,3,4,3,3,4,,,,,50,50,,,,4,4,3,3,56,56,56,56,,4,3,4,2,1,8,21,8,21,,4,2,4,2,4,2,,,25,25,,,,3,3,3,3,4,3,4,2,,,,40,40,,,,3,3,4,3,2,3,4,,,,40,45,,,,2,2,1,4,2,4,2,,,20,20,,,,3,3,4,2,4,3,,,,2,,,,,,,,,,,3,3,2,4,2,4,2,30,33,30,33,,5,1,2,4,2,4,2,,44,44,,,,3,4,3,3,,,56,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT_21062014_P1,Mauritania,MRT,2014,21/06/2014,Presidential,3,,6,5,0,1,3851,1,2,0,,68,,,,45,47,44,48,41,49,46,55,54,41,4,46,,3,3,3,3,3,3,,,,,53,53,,,,2,3,3,2,38,38,38,38,,1,5,1,5,4,92,92,92,92,,5,1,4,2,3,3,,,25,25,,,,3,3,3,3,3,3,3,4,,,,58,48,,,,3,3,3,3,3,3,4,,,,52,52,,,,4,2,2,5,2,4,2,,,10,29,,,,2,4,5,1,3,3,5,2,4,1,,,,,,29,43,,,,3,3,3,2,4,3,3,48,54,48,54,,5,1,5,2,2,5,3,,44,38,,,,3,4,3,3,,,53,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT_15092018_L2,Mauritania,MRT,2018,15/09/2018,Legislative,2,,6,5,0,2,3598,1,2,0,,,,,,26,22,24,25,35,27,24,23,25,35,3,29,,5,2,5,2,4,3,,,,,21,21,,,,3,3,2,2,28,28,28,28,,,,,,,,,,,,5,2,5,2,4,2,,,25,17,,,,4,3,4,2,4,2,4,3,,,,38,38,,,,3,3,5,2,2,3,4,,,,55,38,,,,1,1,1,4,2,5,1,5,2,5,5,4,6,,4,2,4,2,2,2,2,2,3,1,,,,,,33,23,,,,1,2,2,4,3,4,3,5,25,5,25,,5,2,4,3,2,4,3,,44,44,,,,1,3,2,4,,,28,28,,,,,,,,,,,,,,,,,3,3,2,2,2,3,3,4,4,4,2,2,5,5,3,3,,,,,,,,,,,,,,,,,,
MUS_10122014_L1,Mauritius,MUS,2014,10/12/2014,Legislative,10,,1,2,1,3,19231,1,1,0,,63,67,,,57,52,55,55,65,61,50,59,55,81,9,64,,3,3,2,4,2,4,,,,,64,64,,,,5,5,5,5,90,90,90,90,,3,3,2,4,3,54,54,54,54,,2,4,2,4,2,4,,,72,72,,,,2,5,3,4,5,1,2,4,,,,62,61,,,,3,3,5,1,3,3,4,,,,47,47,,,,4,3,2,3,3,4,2,,,40,39,,,,2,4,2,4,5,4,3,4,2,2,,,,,,70,67,,,,5,4,5,2,4,2,4,86,86,86,86,,2,4,2,4,2,4,2,,63,68,,,,5,4,4,4,,,84,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUS_07112019_L1,Mauritius,MUS,2019,07/11/2019,Legislative,4,,1,2,2,3,23835,1,1,0,,50,,,,51,43,38,52,71,51,42,39,52,71,5,47,,3,3,3,3,2,5,,,,,63,63,,,,2,4,3,3,50,50,50,50,,4,3,4,3,3,38,38,38,38,,5,2,4,3,3,3,,,39,33,,,,2,4,3,4,5,1,3,4,,,,53,50,,,,3,3,5,1,4,4,4,,,,51,51,,,,2,2,1,3,3,4,3,4,2,35,26,31,27,,2,4,3,3,5,4,1,4,1,1,,,,,,67,62,,,,4,3,4,2,4,2,4,78,71,78,71,,5,1,3,3,1,5,5,,56,55,,,,4,4,3,4,,,67,67,,,,,,,,,,,,,,,,,3,3,4,4,3,3,3,4,1,1,3,3,4,4,4,4,,,,,,,,,,,,,,,,,,
MEX_01072012_P1,Mexico,MEX,2012,01/07/2012,Presidential,14,,3,3,1,3,16457,2,9,1,,62,55,,,66,56,65,67,75,66,56,67,67,75,,62,,2,4,3,3,3,3,,,,,58,58,,,,4,5,4,4,75,75,75,75,,2,4,2,4,4,73,73,73,73,,2,4,2,4,2,4,,,78,77,,,,2,4,3,3,3,3,2,4,,,,60,59,,,,3,3,2,4,3,3,4,,,,56,57,,,,4,3,2,3,3,4,2,,,41,43,,,,2,4,3,3,5,4,3,3,4,1,,,,,,64,65,,,,4,5,4,2,4,2,5,85,85,85,85,,4,2,4,2,2,4,4,,48,48,,,,3,4,4,4,,,67,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX_07062015_L1,Mexico,MEX,2015,07/06/2015,Legislative,22,,3,3,1,3,17244,2,9,1,,54,50,,,51,44,48,46,65,51,43,49,46,64,6,52,,3,3,3,3,3,3,,,,,49,49,,,,4,4,4,3,66,66,66,66,,3,3,3,3,3,59,59,59,59,,3,3,2,4,3,3,,,65,62,,,,3,3,3,2,4,2,3,3,,,,47,46,,,,3,3,4,2,3,3,4,,,,41,44,,,,3,2,2,3,3,4,2,,,33,34,,,,4,2,4,3,4,3,2,3,3,1,,,,,,50,51,,,,4,4,4,2,4,2,4,75,74,75,74,,4,2,3,3,2,4,4,,53,52,,,,3,4,4,3,,,62,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX_01072018_P1,Mexico,MEX,2018,01/07/2018,Presidential,13,,3,3,1,3,17336,2,9,1,,67,66,,,69,60,63,70,84,69,60,63,70,84,8,67,,2,4,2,4,2,4,,,,,77,77,,,,4,4,4,4,82,82,82,82,,2,4,2,4,4,75,75,75,75,,2,4,2,4,2,4,,,75,73,,,,2,4,4,2,4,2,2,4,,,,57,57,,,,3,3,3,3,4,3,4,,,,61,63,,,,4,3,2,2,4,4,2,3,3,47,48,48,47,,3,3,3,3,4,4,3,4,4,2,,,,,,59,64,,,,4,4,5,2,4,2,4,85,85,85,85,,3,3,2,4,2,4,4,,74,76,,,,4,4,4,4,,,72,74,,,,,,,,,,,,,,,,,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,,,,,,,,,,,,,,,,,,
MEX_06062021_L1,Mexico,MEX,2021,06/06/2021,Legislative,9,,3,4,1,3,20036,2,9,1,,63,,,,65,52,58,67,81,65,52,62,67,80,8,64,,2,4,3,3,2,4,,,,,71,69,,,,4,4,4,4,80,80,80,80,,2,4,2,4,4,77,77,77,77,,2,4,1,5,2,4,,,79,80,,,,3,3,4,3,4,2,3,3,,,,51,51,,,,3,3,2,4,3,3,3,,,,52,55,,,,3,3,2,3,3,4,2,4,2,42,41,46,39,,4,2,3,3,4,4,2,4,3,1,,,,,,56,62,,,,4,5,5,2,4,2,5,88,88,88,88,,3,3,2,4,2,5,4,,75,75,,,,4,4,4,4,,,82,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSM_05032013_L1,Micronesia,FSM,2013,05/03/2013,Legislative,4,,1,1,2,2,3415,5,3,0,,63,,,,66,61,67,63,71,66,64,74,63,65,7,63,,2,5,2,4,2,4,,,,,79,74,,,,4,4,4,4,73,72,73,72,,2,4,3,4,4,81,76,81,76,,4,2,3,3,2,4,,,50,50,,,,2,4,4,4,2,4,2,4,,,,78,76,,,,4,4,3,4,4,4,3,,,,,58,,,,2,2,1,3,3,3,3,,,30,31,,,,2,4,3,4,4,4,3,3,4,2,,,,,,65,69,,,,4,4,4,2,4,2,4,70,72,70,72,,4,2,2,4,1,5,4,,69,67,,,,4,4,3,4,,,67,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSM_03032015_L1,Micronesia,FSM,2015,03/03/2015,Legislative,3,,1,1,2,2,3498,5,3,0,,,,,,64,53,69,63,71,70,60,75,71,72,8,60,,,,,,2,4,,,,,,,,,,4,4,3,4,71,71,71,71,,3,3,3,3,3,50,53,50,53,,4,2,4,2,3,3,,,33,33,,,,2,4,3,4,2,4,2,4,,,,65,72,,,,4,4,4,2,4,4,4,,,,,65,,,,,,2,5,1,4,2,,,,,,,,2,4,2,4,4,4,4,4,4,2,,,,,,79,76,,,,4,4,4,3,4,3,4,65,70,65,70,,2,4,2,4,2,4,4,,75,77,,,,4,4,4,4,,,72,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSM_07032017_L1,Micronesia,FSM,2017,07/03/2017,Legislative,3,,1,1,2,2,3593,5,3,0,,,,,,51,56,55,42,50,59,58,63,50,65,7,57,,2,4,2,4,2,4,,,,,72,72,,,,3,3,3,4,56,56,56,56,,2,4,2,4,4,75,75,75,75,,4,2,4,2,3,3,,,33,33,,,,2,4,3,4,3,3,2,4,,,,67,67,,,,2,2,4,2,2,3,3,,,,25,33,,,,4,4,2,4,2,4,3,4,2,45,47,42,43,,2,4,,,4,3,4,2,4,2,,,,,,,,,,,4,3,4,3,3,2,4,,65,,65,,2,4,3,4,2,4,2,,56,59,,,,4,4,3,3,,,44,60,,,,,,,3,,,,,,67,98,35,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDA_30112014_L1,Moldova,MDA,2014,30/11/2014,Legislative,9,,3,3,1,2,5017,4,5,0,,57,52,,,58,44,69,50,68,56,42,69,49,65,6,56,,3,3,3,3,2,4,,,,,58,58,,,,4,4,3,3,63,64,63,64,,2,5,2,5,4,85,85,85,85,,3,3,3,4,3,3,,,60,58,,,,4,2,4,4,4,2,3,3,,,,46,46,,,,3,3,4,3,3,3,4,,,,48,49,,,,3,2,2,4,2,4,2,,,37,35,,,,2,4,2,4,4,3,2,3,4,1,,,,,,60,70,,,,4,4,4,1,5,1,5,83,82,83,82,,4,2,2,4,2,4,4,,64,63,,,,3,4,3,3,,,59,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDA_13112016_P2,Moldova,MDA,2016,13/11/2016,Presidential,6,,3,3,1,2,5334,4,5,0,,70,,,,58,46,60,59,68,60,48,62,63,66,7,55,,3,3,4,3,3,3,,,,,44,44,,,,3,4,4,3,65,65,65,65,,3,3,3,3,3,50,50,50,50,,3,3,4,2,3,3,,,47,47,,,,3,4,5,4,3,3,3,3,,,,62,68,,,,2,2,4,2,2,2,4,,,,35,35,,,,3,2,2,4,2,4,2,3,3,37,36,31,39,,3,3,3,3,4,5,3,3,4,2,,,,,,63,67,,,,4,4,4,1,5,2,4,75,77,75,77,,3,3,4,3,2,4,4,,45,58,,,,3,3,4,4,,,61,62,,,,19,34,34,3,3,35,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDA_15112020_P2,Moldova,MDA,2020,15/11/2020,Presidential,2,,3,3,1,3,12942,4,5,0,,,,,,63,57,56,59,81,64,61,60,59,76,7,63,,3,3,3,4,3,4,,,,,58,58,,,,4,4,4,4,75,75,75,75,,,,,,,,,,,,4,2,4,3,2,4,,,42,46,,,,2,4,5,4,4,2,3,4,,,,45,65,,,,3,3,4,2,3,2,3,,,,40,38,,,,2,2,4,3,4,4,2,4,2,40,43,38,40,,3,3,1,5,4,5,1,1,4,1,,,,,,63,65,,,,5,5,5,1,5,1,5,100,98,100,98,,3,3,2,4,2,5,4,,72,72,,,,2,4,4,4,,,63,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDA_11072021_L1,Moldova,MDA,2021,11/07/2021,Legislative,4,,3,3,1,3,15637,4,5,0,,61,61,,,61,52,66,56,72,62,53,66,56,72,7,61,,3,3,3,3,2,4,,,,,60,60,,,,4,4,4,4,69,69,69,69,,4,2,4,3,3,33,33,33,33,,3,3,3,3,2,4,,,58,58,,,,2,4,5,4,3,3,3,4,,,,70,70,,,,3,3,3,3,3,3,4,,,,49,49,,,,4,3,2,3,3,4,2,3,3,50,41,49,42,,2,4,2,4,4,4,2,4,4,2,,,,,,70,70,,,,4,5,4,2,5,2,4,83,83,83,83,,2,4,2,4,1,5,4,,78,78,,,,3,4,4,4,,,66,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG_26062013_P1,Mongolia,MNG,2013,26/06/2013,Presidential,9,,1,2,2,2,11094,3,3,0,,61,58,,,67,55,78,64,69,68,57,79,66,72,8,64,,3,3,3,3,2,4,,,,,56,56,,,,4,4,4,4,79,79,79,79,,2,4,3,3,3,63,65,63,65,,2,4,2,4,2,4,,,71,71,,,,2,4,4,4,3,3,2,4,,,,69,66,,,,3,3,3,3,3,3,3,,,,39,49,,,,3,3,2,3,3,3,3,,,41,46,,,,2,5,2,4,4,4,3,4,4,2,,,,,,77,79,,,,4,4,4,1,5,2,5,87,86,87,86,,2,4,2,4,2,4,3,,73,69,,,,4,4,4,4,,,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG_26062016_L1,Mongolia,MNG,2016,26/06/2016,Legislative,5,,1,2,2,3,12220,3,3,0,,61,69,,,65,50,64,74,72,65,50,62,74,74,7,64,,3,3,4,2,2,4,,,,,50,50,,,,4,3,4,4,69,69,69,69,,3,3,3,3,2,42,42,42,42,,2,4,2,4,2,4,,,68,68,,,,3,3,4,4,3,3,2,4,,,,62,62,,,,3,3,3,3,3,4,4,,,,61,61,,,,3,3,2,3,3,4,2,3,3,40,40,45,43,,2,5,2,4,5,5,3,4,3,2,,,,,,79,77,,,,4,5,5,1,5,1,5,92,92,92,92,,2,4,2,4,1,5,3,,70,74,,,,3,4,4,4,,,69,69,,,,4,3,3,4,4,23,23,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG_07072017_P2,Mongolia,MNG,2017,07/07/2017,Presidential,4,,1,2,2,2,12220,3,3,0,,58,58,,,63,41,76,66,69,64,41,78,66,73,7,63,,4,2,4,2,2,4,,,,,40,40,,,,4,5,4,4,80,80,80,80,,3,3,3,3,2,42,42,42,42,,2,4,2,4,3,4,,,69,69,,,,4,2,4,4,4,2,3,4,,,,50,50,,,,3,3,2,4,3,3,5,,,,61,61,,,,3,3,3,4,2,3,3,4,2,43,43,43,41,,2,4,3,3,5,4,2,4,5,1,,,,,,78,78,,,,4,4,5,1,5,2,5,85,87,85,87,,3,4,2,4,1,5,3,,69,70,,,,4,5,3,4,,,73,73,,,,,,,4,,,,,,3,4,4,4,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG_24062020_L1,Mongolia,MNG,2020,24/06/2020,Legislative,3,,1,2,2,2,12366,3,3,0,,59,,,,57,45,48,63,71,55,43,46,60,71,5,54,,3,3,3,3,2,4,,,,,42,53,,,,4,4,4,4,81,75,81,75,,3,3,4,3,3,50,46,50,46,,4,3,4,2,3,4,,,46,44,,,,3,3,4,4,3,3,3,3,,,,65,55,,,,3,3,3,3,3,3,3,,,,55,55,,,,2,3,3,4,2,4,2,4,2,28,31,27,30,,2,4,4,2,4,4,3,4,3,1,,,,,,73,65,,,,4,4,4,2,4,2,4,68,73,68,73,,4,2,2,4,1,5,4,,69,69,,,,2,4,4,4,,,58,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG_09062021_P1,Mongolia,MNG,2021,09/06/2021,Presidential,3,,1,2,2,2,12863,3,3,0,,,,,,67,51,62,73,82,67,49,64,73,82,8,62,,3,3,3,3,2,4,,,,,64,64,,,,4,4,4,5,84,83,84,83,,2,4,2,4,3,75,67,75,67,,4,2,3,3,3,3,,,33,39,,,,4,2,4,4,3,3,4,2,,,,52,52,,,,4,4,3,3,3,3,3,,,,55,55,,,,2,2,3,2,4,4,2,3,3,40,40,46,42,,2,4,3,3,5,5,2,4,4,1,,,,,,76,76,,,,5,5,5,2,4,2,4,85,86,85,86,,3,3,2,4,1,5,,,,,,,,5,5,3,5,,,75,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNE_14102012_L1,Montenegro,MNE,2012,14/10/2012,Legislative,3,,3,2,2,3,13864,4,5,0,,60,76,,,62,52,53,67,75,61,52,50,67,75,,61,,2,4,2,4,2,4,,,,,81,81,,,,4,4,4,4,71,71,71,71,,3,3,3,3,4,61,61,61,61,,3,3,3,3,3,3,,,50,47,,,,2,5,3,3,4,3,2,4,,,,60,63,,,,3,3,3,3,3,3,4,,,,55,59,,,,3,2,2,4,2,5,1,,,28,25,,,,2,4,4,2,4,4,4,3,4,1,,,,,,79,59,,,,5,4,5,1,5,1,5,88,88,88,88,,3,3,2,4,1,5,4,,79,79,,,,4,4,3,4,,,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNE_07042013_P1,Montenegro,MNE,2013,07/04/2013,Presidential,8,,3,2,2,3,14884,4,5,0,,42,35,,,41,43,36,41,44,43,43,45,41,43,4,41,,3,3,4,2,2,4,,,,,48,49,,,,3,4,3,3,49,48,49,48,,3,3,3,4,3,53,52,53,52,,4,2,4,2,4,2,,,21,21,,,,2,4,3,3,4,2,2,4,,,,56,56,,,,2,2,4,2,3,2,3,,,,33,33,,,,2,2,2,4,2,5,1,,,23,23,,,,3,3,4,2,4,3,4,2,2,1,,,,,,40,45,,,,2,2,2,2,4,2,4,37,43,37,43,,5,1,4,2,2,4,3,,35,35,,,,2,3,2,2,,,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNE_16102016_L1,Montenegro,MNE,2016,16/10/2016,Legislative,14,,3,3,1,3,16854,4,5,0,,47,46,,,50,51,48,50,53,50,50,50,47,54,6,51,,2,4,3,3,2,4,,,,,59,59,,,,3,4,3,3,49,51,49,51,,2,4,2,4,3,58,58,58,58,,3,3,4,3,3,3,,,44,40,,,,1,5,3,4,4,2,2,4,,,,61,61,,,,2,2,4,2,3,2,3,,,,39,39,,,,3,2,2,3,3,4,2,3,3,30,31,32,32,,2,4,3,3,4,4,4,3,3,2,,,,,,55,58,,,,4,3,3,2,4,2,4,67,67,67,67,,4,2,3,3,2,4,3,,49,49,,,,2,4,3,3,,,46,46,,,,2,3,3,4,3,11,11,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
